file,eng
01ad7942-99c3-40ee-9cfb-272fb6c44e2b_810_1.jpg,NDC 67457-657-25 250 mL Esmolol Hydrochloride in Sodium Chloride Injection 2500 mg/250 mL LN (Single-Dose Plastic Bag) Iso-Osmotic No Preservative Added Single Intravenous Use Only ity s UG oy e U oy f e B o WY o R D DOROTINTRO00EADOTNES. as b Mttt o oo e DR 2016 S 125 () s it 15030 0015565 S R T L FROTECT RO FREEDNG Ao s ot l e
01ad7942-99c3-40ee-9cfb-272fb6c44e2b_810_2.jpg,"NDC 67457-658-10 100 mL. Esmolol Hydrochloride in Sodium Chiloride Injection 2000 mg/100 mL JEIREINN (Single-Dose Plastic Bag) 150-Osmotic No Preservative Added Single Intravenous Use Only et [WMylan® E2ch L contins 20 mg Esmool Hycochoride DO not remove unit rom overwrap. USP, 41 mg Sadium Chloride USP n Water fcr untl ready o use. nction US. Buffered with 28 mo Sotium AGEtate Do not use If verwrap has been Titytfrate USP and 0.546 mo Glacial Acetc AGId previously opened of damaged. USP. pH adjusted wilh sodium ydroxde andcr The overwiap s mosture barer. hydrochioriacid. pH5.0 (45105.5). The nner bag maintains the terlty Steie, nonpyrogenic ofthe product. Usual Dosage: See package insett. Gautions: After removing the overwrap, check for Manufactured for: leaks by squeezing container frmiy. I leaks are Mylan Institutional LLC found, discard as strlity may be impaired. Use only Rockord, IL 61103 .S A if solution i clear coloress to light yellow. DIscard o iy ndia unused portion. i DO NOT INTRODUGE ADDITIVES. ke Must not be used In series connections. ARG KIRGHIE RIS Store at 25°C (77°F). Excursions permitled to 1020637 16° 0 30°C (69° 1o 86°F). (See USP Controlled Room Temperature.) PROTECT FROM FREEZING. Avoid excessive heat. ! By \ 6745706581 TEARATNOTCH"
0236cc2e-43ca-4ee4-8684-62e4c75053af_168_1.jpg,"NoC# Ti6100tE-16 Tizanidine, USP 4mg 6000 Tablets Tizanidine, USP 4mg 6000 Tablets"
02806e6f-8746-4740-9327-ba58d320bff1_895_1.jpg,"NDC: 50436-0219-2 CEPHALEXIN 500 MG / 20 CAP Each capsule contans Cephalexin Mg by: Alkem Laboratories Ltd. Monoydrate equivalent to 500 mg Cephalexin. - Mumba - 400 013, India Dispense in a tight, iht-resstant container. Keep Tightly Closed, VUARNING: KEEP OUT OF REACH OF (CHILDREN, STORE AT 20.25°C (6877°F) ‘CONTROLLED ROOM TEMPERATURE. SEE PACKAGE INSERT FOR DOSAGE INFORMATION. MFG NDC: 67877-219-05 MFG LOT: Y00000X LOT: X000 EXP: XX/XX/XX Pkg by: Unit Dose Services, LLC e FL 33004 g onuy o S0436-0219:2 ORUG: CEPHALEXIN 500 MG /20 CAP LOTH000X BXP: XXX Noc: 5043602192 ORUG! CEPHALEXIN 50014/ 20 G2 LOT 0000 EXP: XXX NOC: 5043602192 ORUG: CEPHALEXIN 500 MG / 20 CAP LOT: 0000k X XXX NOC: 5043602192 ORUG: CEPHALEXINS00 MG/ 20 CAP frospiiongiop Lo b X"
028cc371-6295-41c9-8d55-d3c1266ceb00_318_1.jpg,N/A
02c91fba-9c47-43ef-ac78-e82369798834_577_1.jpg,N/A
02e4f4fe-fa05-4162-a375-66c9a92018ed_946_1.jpg,"Packaged by Eryaut Ranch Burkank, Ot 91504 Phendimetrazine 5 BUEROMN03 S rescontsiue) Tart. 35mg (Clll) = 5 & | Store atroom temp of Compare To: 20-25 C (68-77F) Plegine 35mg(Clll) Tablet (Blue) Keep all drugs out of Mikart Inc: reach of children Aoy #30 Exp: MM/YY NDC 6362973191 073191111675"
033a79c7-71dd-7b29-8dc5-21af1e4de8c5_522_1.jpg,"g N Bamee o L s Hydrochlorothiazide et imen orenaen Store at 20° 0 25°C (6810 77°F). Tablets, USP ) [See USP Controlled Room § Ll Tomeeeued ) - Protect rom excessive light mg/ ‘and humidity. Usual Aduit Dosage: e accom- P panging et mfomatn. Hylan Pharmaceuticas Inc. Homartown, /28505 USA [IMylan® ([MMylan® Rxonly 100 Tablets Mylan.com o &l A 3 1 o ! 1 o 0"
033a79c7-71dd-7b29-8dc5-21af1e4de8c5_522_2.jpg,"g N Lisinopril, USP 20 mg Ll ] ‘container as defined in the USP Hytrochicothizide, USP 125 mg st kst doun, 5 Lisinopril and Konctainr Sy o, Hydrochlorothiazide | cersthssmechsrshiam: Tablets, USP B Coted oo Temperature.] He e and humidity. D S e e e s At s (i)Mylan® ([MMylan® Rxonly 100 Tablets Mylan.com 10=2102=82£0 6"
033a79c7-71dd-7b29-8dc5-21af1e4de8c5_522_3.jpg,"wz ELE‘E:‘:»EE""“::W am N""C il 2 lﬁifn’ih‘%“dl‘«?ig““n'zifﬂ?p’""‘g o= 1 * Lisinopril and ot ks é — Lo Wi sl medaton — Hydrochlorothiazide et e oronaen: o E— Sl a2 2T @171, | — Tablets, USP » [See USP Controlled Room S 5945 0 i S 3528 pIE i w B E Usual Adult Dosage: See accom- 1= o0 25mg e el alenieis = i W Parmasmea . Comm fREE e— - ? Y (Mylan g Rxonly 100 Tablets Mylan.com"
034fb7cd-e183-475e-8beb-64fd88facc8f_243_1.jpg,"U7 Cortratind Ao Tompertre] Oupmueina sght, bttt el kgt e (3 o). VEEP TS AND AL MEDICATIONS UT OF THE REACH OF CHLDREN. TEA PUBINGELTEAS US4 WG 3 0093-53¢6-01 & © = m s 88 - Se2= gge3 1 M.MMMM.MM sE2ii il B S 420"" 0 25°C (8 1077°) (S0 e UsP s Rev A9 To932100852"
034fb7cd-e183-475e-8beb-64fd88facc8f_243_2.jpg,"© = | 582 i g3ges i WMHWMMBMWNW s I Exch et s capnde contans eighendt ki, USP g Ul Donage: S packag et o i prscritg formtion S 420"" 0 25°C (8 1077°) (S0 U7 Cortratind Ao Tompertre] Oupesenang s o 2 o U3, w3 Sttt cosn (e VEEP TS AND AL MEDICATIONS T OF THE REACH OF CreLREN. A PRNCETERS U5k B Norh W, A 18454 Rev A9 79932100889 % 0093-5347-01"
034fb7cd-e183-475e-8beb-64fd88facc8f_243_3.jpg,"© £ m g 8= U §3323 I mmnmmmm.w,mm sEeRkiill s et e copd contins et ok nde, 5P W ol Dexage: So packag et o Wipresrion miomaon 25T 6810 77T (S o o Tomperstrs] KB THE AND ALL MEDIGATIONS UT OF THE REACH OF YL OREN TEA RARMCELTCAS USA WG Nort W, AT Ao A0S 7992100884 3 0093-5348-01 & L7"
03d9ce02-0559-494c-a53d-de9b9a64b606_975_1.jpg,".5 mg/250 mg PHARMACIS:PLEASE DISPENSE WITH ATTACHED PATIENT INFORMATION LEAFLET B only NDC 0093-7455-01 2 Usual Dosage: See package insert for prescribing information. Store a1 20""t 25°C (68”1 7°F) See USP. Controlled Room Temperaturel. Rev. 01272015 323K326730216 w 0093-7455-01"
03d9ce02-0559-494c-a53d-de9b9a64b606_975_2.jpg,"ATTACHED PATIENT INFORMATION LEAFLET B only NDC 0093-7456-01 2.5 mg/500 mg FHARMACIST. PLEASE DISPENSE WITH Each fim-coated tabet contais 2.5 my ghpizde. USP and 500 mg metformin hydrochlonde, USP. : See package insert or full prescribing nformation. Store at 20"" 0 25°C (68° 10 77°F) [See USP. Controlled Room Temperature]. Dispense in a tght, bgresistant container as Gefined inthe USP, with a chiesistant cosure (as requird). WARNING: KEEP THS AND ALL MEDICATIONS. ‘OUT OF THE REACH OF CHILDREN. Rev.0 1212015 Manutactured I frael By 323K326860216 n 0093-7456-01"
03d9ce02-0559-494c-a53d-de9b9a64b606_975_3.jpg,"] 5 g 3 o 42 3 3 g .m.n g Nmm £ &H] g 5mm>lxmﬁ Each fim-coated tablet contains § mg ghpinde. USP and 500 mg metformin hydrochloide, USP. Usual Dosage: See package Insert for full prescriting information. Store a1 20° 10 25°C (68""t 77°F) [Se0 USP Contrlled Room Temperaturel. Dispense na ight. bghresistant conainer as defined in he USP, wih a chtiesistant closure (s requied). WARNING: KEEP THIS AND ALL MEDICATIONS ‘OUT OF THE REACH OF CHILDREN. Manutactured b brae By & 323K227030216 n 0093-7457-01"
03dd3301-e9ce-40af-84e1-7b70fc6557b0_727_1.jpg,"g z XY 10T L6=1162=8/2¢0 2 i costed et et s 5t gt Siaiern IRELOTI dee o b [ XECRCRRNRNNY NI sing a chid-resitantcosure. Capecitabine tesiemyoas Keep this and all medication Tablets, USP out o the reach of children. Store a1 20°1025°C (68° 0 77°F). 152 USP onirolld Room m Tempersture] Usual Dosage: See ccompanying Oncology Product prescibing infomaton, Mylan Pharmaceaticals . Nerganiown, W 8505 USA. [MMylan® [Mylan AM2511D1 a0 60 Tablets Mylan.com"
03dd3301-e9ce-40af-84e1-7b70fc6557b0_727_2.jpg,"o in-costed it ot O Capeciabine, USP 500 mg & | — E —— I— == 3748 S= crc v 2 g3 ! “ S § Capecitabine Tablets, USP Oncology Product [MMylan® Dispenseina gt gt rsistant contaner 3 cetned nthe USP \aingachidrestant e Keep containr tighty cose. Keep this and all medication out ofthe reach of children. Store 2t 20° 10 25°C (68° 10 T7°F). [See USP Controlled Room Temperature] Usual Dosage: See accompanying prescrbing nformaton Mylan Pharmacouticals fn. Nrgastown, WY 26505 US A [MMylan® RM25120 Rx only 120 Tablets Mylan.com"
03f6f6ae-66bc-6819-8ba9-7c9c3fbef90d_869_1.jpg,"Noc a2z CEPHALEXIN CAPSULES, USP Capees miOuy DAL ORUGS 0010 T A0 CHLDRE."
03f6f6ae-66bc-6819-8ba9-7c9c3fbef90d_869_2.jpg,", US| CEPHALEXI | CAPSULES,"
03f6f6ae-66bc-6819-8ba9-7c9c3fbef90d_998_1.jpg,"c_—_ (@m0 Ay S, USP RxOnly EPHALEXIN [ CAPSULE: 500 Capsules"
03f6f6ae-66bc-6819-8ba9-7c9c3fbef90d_998_2.jpg,"(@sus0 muny ) 450 5] 41241 ) MR 01OV 110 100 o0 i e Ve s Sz 95 500 Y b N P , USI Rx Only NoC 42 EPHALEXI [ CAPSULES, 300 Capsuies"
04895e7e-0faa-4c4a-a1c1-203743608a3f_485_1.jpg,"e OSSR — g EERSLER SRe e OSSR . t e R R epnmmem | 230 Mo ST b HOURS AS NEEDED. MK HE Se=- L TETRLETS et olRS, L T EEwn, A R :"
04f1a804-00f1-48f5-acfa-0ed1a8544784_529_1.jpg,20 ExtENDED
0548a983-bb83-4713-9326-469dc483f7b1_458_1.jpg,"Pachaged by Eopant Reeck Znbank, €4 91504 Valacyclovir 5 Secmucsmdchuss S 500mg Tablet 189211 Keep in light resistant Compare To: container perUSP Valtrex 500mg Tablel Siore at room tempof | Cipb L . 2025C(68-T7F) #15 Exp: MMYY & NDC 7133500211 044681112681"
0548a983-bb83-4713-9326-469dc483f7b1_458_2.jpg,Pachaged by Eopant Reech Zbank. €4 90504 Valacyclovir Hel G Bscmuesueeceus: 1gm Tablet SYBETT Store at room temp of Compare To: 20-25 C (68-77F) Valtrex 1gm Tablet Keep in light resistant Ciph Limted container perUSP #30 Exp: MMYY NDC 7133501231 048371113845 om
05f08d62-9de9-4af9-931e-10b93c70e39e_526_1.jpg,"B “Eachcapulecrtain chone Dispence n ight gt eisant 2 enabra equvaert b 45 mg continer asdeied nhe USP lfenabric k. B v s chi-rsiar cure Keep contaier tighty closed Keep tis and all medication out of thereach of chidren, Store 2t 20° 10 25°C (88"" to 77"" [See USP Controlled Room Temperature] Protect from msture. Usual Dosage: Seo accompanying prescrbing nfrmation Swallow whole. Do notopen, rush, dissolve or chow capaules. Mylan Pharmaceuticals Inc. Worganiown, WA 28505 US A [MMylan® RM2589M) B XY 10T 5AXIOYIXT XY N5 COOORTRRNNNY AT [MMylan® e"
05f08d62-9de9-4af9-931e-10b93c70e39e_526_2.jpg,"*Each capsule corfains choline Dispense in a tight, light-resistant 3 | Toctiteconmirt 155 my NARISICRPA VLR Coie e e n e U5 o 7o e i § £ N Keep this and all medication outof the each ofchlden. Store i 20° 0 25°C (8° W 77°F). [Se0 USP Gontrolld Room Temperature] Capsules Protect from moisture. Usual Dosage:See accompanying prscriting normaticn. Swallow whole. Do ot open, crush,disslve orchew capsules. Hylan Pharmaceutials fnc. Morgarionn, WV 26505 US A [@MMylan® [MMylan: P ‘ XY 10T ASIXIONAXT 4 /)=-0652-82£0 OO, XXX NI 7"
060db20b-d889-48db-a034-83dc3811d723_777_1.jpg,"NDC 0517-0920-01 Each mlcontains: Busulfan 6 mg. =t O1 BusuLFAN Inactive ingredients: —_— Dimethylacetamide 33% (v/v) — INJECTION Pletiene Ghoo 400 673 /o) et O FOR INTRAVENOUS INFUSION ONLY- St & 60 Mg/10 ML (6 ME/ML) o0 nsor for spocalnstructions o & y under Preparation for Intravenous — ™ 10 mL Sterile Single Use Vial Administration. T Cytotoxic Agent Dosage and Administration: ~E===O . See package Inset for dosage and =z 01 Courtion: Mist b diiited sdministration Information. =c before use. istod b Soe gt bewean 2"" = RxOnly REGENT,INC. 108°C(36° 1046°P), =5 SHIRLEY NY 11967 Rev. 0716 PC4930A"
060db20b-d889-48db-a034-83dc3811d723_777_2.jpg,"@SN 910j0q PAINIP 9q ISNY :uopneY fiuoxy (Jw/3w 9)7w 0T /3w 09 NOILO3NI swinasnvomis Nv4InSng T oT X8 80°0260-L750 0N Each ml_ contains: Busuifan 6 mg Inactive ingredionts: Dimethytacetamide 33% (v/4) Polyethylene Giycol 400 67% (v/Y) Dosage and Administration: See package insert for dosage and administration information. Content: Eight sterile 10 mL single use vials Store reffigerated between 2°Cto 8°C (36°F to 46°F). 1wy NON COATING AREA 331 PCASAIA Rev 12/16 Distributed by: AMERICAN REGENT, INC. SHIRLEY, NY 11967 NDC 0517.0920.08 BUSULFAN INJECTION 60 mg/10 mL(6 mg/mL) Rx only Caution: Must be FOR INTRAVENOUS INFUSION ONLY-See insert for special instructions under Preparation for Intravenous Administration. CYTOTOXIC AGENT STERILE 8x10mL SINGLE USE VIALS luted before use. Distrbuted by: AMERICAN REGENT, INC. SHIRLEY, NY 11967"
0617f38b-d150-48d9-a2f9-76e0505907eb_302_1.jpg,"Packaged and Distributed by 2“4&&{ edw pmté g 1‘_/@ 1-800-337-8603 Temperance, Ml 48182 Waming: Keep out of children’s reach. OXYCODONE & ACETAMINOPHEN 2eperee sty ot e 120 § MG { 325 MG TABLETS. Caution: Do not use with alcohol E Each tablet contains Oxycodone hydrochloride, USP 5 mg without consulting a physician equivalent to 4.4815 mg Oxycodone Lot: Acetaminophen, USP 325 mg 8% oRs #EZ% o RS2 2 EXpi WARNING: MAY BE HABIT FORMING R i: =g ‘*: =g * REV. Item # 55700065801P Sy 83 32 &8 3§ NDC: 55700-0658-01 86 or B85 o & Mfr- Sun Pharmaceutical Industries, Inc., Cranbury, NJ 08512 §$ ;§ §g ;§ § Consult with a physician or see insert for dosage. NORGE x6 ox ™ Consultar con el medico o consulte insertar para dosis. || == = white to off-white, round, uncoated tablets debossed w .""—; @3 with “5/325"" on one side and “C""” on one side of scoreline Ez Eg"
062a8e35-94e7-448c-8da6-9e1dd06c0ccb_170_1.jpg,"Venlafaxine HCI 37.5 mg Capsule, ER arv: 30 ID #: ZA;35;37;5;mg Expires: NDC #: 70518-0478-00 Shape: Capsule LOT #: Ref #: 68382-0034-10 MFG: ZyGenerics/Zydus Pharmaceuticals, Pennington, NJ 08534 RX ONLY Directions For Use: See Package Insert Store at 20-25°C (68-77°F); excursions permitted to 15-30°C (59-86°F) [See USP] Repackaged by: RemedyRepack Inc., Indiana, PA 15701, 1-724-465-8762"
06c529fc-272c-f889-f5e5-7f3e5ef2c59d_910_1.jpg,"omoverss s RO Dty T ssne VISONPABOGA WA E MSSONFARAA NP ST 5 Sk X o | e v A e o ey v s oy ol AR TR | %'""""""H"" I ="
06c529fc-272c-f889-f5e5-7f3e5ef2c59d_910_2.jpg,s gentte natevre Oyl buneod 5300 CihaNagHgm o Up 5'?*“300 \Li
06c529fc-272c-f889-f5e5-7f3e5ef2c59d_910_3.jpg,"citranatal.com Coating KO Confains Stool Softener CitraNetp{ 072 b o & rs "" Gl Ths gt nature s its stren"
06c529fc-272c-f889-f5e5-7f3e5ef2c59d_910_4.jpg,S i S S g
06c529fc-272c-f889-f5e5-7f3e5ef2c59d_910_5.jpg,"aitanatal com "" vow | CitraNatal ESSUEE CitraNatal ESSUGE RPrenaa Supemet bl Rebental Tblet and 300 mg DHA St el 300 mg DA CitraNatal ES CitraNatal ESEE Rx Prenatal Supplement Tablet Rx Prenatal Supplement Tablet ant 300 mg DFA Soft Ge and 300 mg DHA Soft Gel HAEN YOU WANT COMPLETE CAR ity st i citronotal.com S march /k:) of dimes’ amJ o"
072e37e3-5a0d-469a-a34c-019c5513a172_260_1.jpg,"for Injection, USP b=y Single Dose Vial For IV Use Only SANDOZ “Each vial provides piperacilin and tazobactam cryodesiccated powders for inection equivalent to 2 piperaciin, 0,25 g tazobactam and 4,69 mEq (108 mg) of socsum, Contains no preservative. See package inser for reconstitution nstructions and Complete drections for use. Prior to Reconstitution: Store at 20° 10 25° C (68 10 77° P)[ses USP Controled Room Tomperature). 24 hours f stored at room temperature or Sepn e e, M e = e 90 I‘ S3es8-144- e"
072e37e3-5a0d-469a-a34c-019c5513a172_260_2.jpg,"o] Tnzobo:ta: for Injection, USP Single Dose Via For IV Use Only SANDOZ “Each vial provides piperacilin and tazobactam cryodssiccated powders for injection tio 3 piperacilin, 0.375 g tazobactam and 7.04 mEQ (162 mg) of sodium. Contains o preservaive. See package insert for raconstitution instructions and Complete drections for use. Prior to Reconstitution: Storo at 20° 10.25° C {68° to 77° ) [see USP Controlled Room Temperature]. After Reconstitution: Discard any unused portion after 24 hours if stored at room temperature o it 4 hours # ofgeatod. 500 package mcer, S 45-90 I. D :"
072e37e3-5a0d-469a-a34c-019c5513a172_260_3.jpg,"ﬁpemw rocillin and Tazobactam for Injection, USP ;i;o Dose Vial For IV Use Only SANDOZ *Each vial provides piperacilin and tazobactam cryodesiccated powders forinjection equivalent i 4 piperacilin, 0.5 § tazobactam and 9.39 MEQ {216 mg) of soduum. Contains no preservative. See package st fo feconstiution instructions and Complete directions for use. Prior to Reconstitution: Store at 20° t0 25° C {8810 7"" fses USP Controded Foom Temperature] o After Reconstitution: Discard any unused portion after 24 hours f stored at room temperature or after 48 hours f refrigerated. See package insert Uondcard A by S Gt S e P RS T850 s NI o"
07d01d5a-7243-4389-8548-01846df24cdb_346_1.jpg,"Each fm-coated ablet contins: Hydosyzne ydrochloride, USP £ N 10mg TN 10T A5AX10Y AT 10-9862-8/50 s TR T TS (ol y 8t TR HydrOXYzine contineras dfind i the USP. usinga chidesitantclosur. Keep conainer il cosed Keep this and all medication out of the reach of children. Store at 20° o 25°C (68° to 77°F). [See USP Controlled Room Temperature] | Usual Dosage: See acscmpanying preseribing information Nylan Pharmaceuticals In. Morgantorm, WY 265U S A [MMylan® Dispense na g, ightresistant g = Hydrochloride Tablets, USP Mylan® Rxonly 100 Tablets"
07d01d5a-7243-4389-8548-01846df24cdb_346_2.jpg,"Each fim-caaed abet T Sty e I Dy i g st 5y M :nghm; »ﬁmﬂggne W cnnmnevha‘iddmn;d \:\ ﬁve Usp % e - I s B 2 HydrOXYzine prcscimminsigg . 3 is and all me tion N Hydrochloride [rtresterme —_— Store at 20° to 25°C (68° to T7°F). = Tablets, USP R ol Tve, 4 % (Bug) ) mm—m = .. o= e ~ (I)Mylan® [Mylan: Rxonly 100 Tablets Mylan.com g"
07d01d5a-7243-4389-8548-01846df24cdb_346_3.jpg,"v £ N P o S 3 * T TEOY QG AN W (e i s oot Hydrochloride [rretermey Store at 20° to 25°C (68° to 77°F). Tablets, USP ol ve, ;e 9 i r Mylan Pharmaceuticals Inc. Ao SEUSA [MMylan® [MMylan® Rxonly 100 Tablets Mylan.com Each fim-caaed ablet [N TRy VR W Diserse in a g, gt resistant § £ = XY 10T ARAXIOYAXT |0-8862-8250 AT TR NI 6"
0918c44e-54f6-47b9-b927-4f1b0b394152_303_1.jpg,"levsin® injection (yoscyamine sifate inecton, USP) NDC 0037-5001.05 levsin® injection (hyoscyamine sulfate injection, USP) 0.5 mg hyoscyamine sulfate, USP per mL in water for injection, 5 Ampules (' mLeach) ‘GTIN TN SN TOOOOOOY EXPADIYYYY LOT XX i Iy 037 9001-0 sy Srarss e vy R0 e b rokes of Chi o s i e 1377 a1 : T e levsin® injection i i 3T {yoscyamine sl fecson, USF) ! { s [ dosac ano AomINsTRATION: i ioigi = | SRvTTE i (I | STRCr o remintss ! ] .4 1= | Wawcarasn i i B i B | S e ! opa ! - - .. =1l | I 18 | =3z! ! | g ! =z ! b og™ BE | i L& = ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !"
09bccfc6-71eb-420f-92d3-cd21789a0dbc_92_1.jpg,"NDC 68084-756-35 Niacin Extended-release Tablets USP 60 Tablets (10 x 6) IOIIIII [ IN0n 00368084 756 35 1 | oTocr ks R R Niacin Extended-release Tablets USP 60 Tablets (10 x 6) PRARMACIST. Disponse wilh {10 accompanying. ""Medication Guids 10 each patient Exch Fim-Goated Extendsd-Releaze Tablet Gontains: N USP, Womg Usul Dosages Sospackag sert for ol poscrbing nformaton Store at 2010 25°C (58 to 77°F). sxcursions parmitec Batioan 1812 30°G (30° 1o 86F) (500 USP Conrolied Room Temparaturel Keop ths and alldrugs out o reach of hildran. FOR YOUR PROTEGTIONs Do not use # biste s forn orbrakon. Rx Only Tho drug productcontainad inhis package s from NDC 1 GE360-251. Lupm Phammaceiears, ine. Distrbuted by Smorican Hedih Packaging 075635 Columbue, O 43217 0275635/011605 - -3"
09bccfc6-71eb-420f-92d3-cd21789a0dbc_92_2.jpg,"L oo U 500 mg Lo o000t e LOT: 000000 EXPIRY:00/00 Niacin Niacin Dienielesse Toes O 500 mg Lo 000000 EXRRY,00/00 Niacin Exnducrsense Tanel O 500 mg Gt o oo Gt o e g i i Cotenor, oW 3217 Coumsus o317 o, O 17 ol 5 5w 005 asn ol Toem U B gog toem oseorsspopuas Bu oog asnoeL oseapspopuaa dsn o 00/00 AUIE 000000 101 oseopspapuaix 000000 101 00/00 A3 000000101 00/00 AIa = T s oo soea 36955"
